id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4920492669014475,7805037270,skyhp2023,今日乌方战报（战争第498）#关注俄乌局势最新进展##乌克兰##俄乌局势##乌克兰##俄乌战争##乌克兰局势##俄乌局势新进展#,,,,"关注俄乌局势最新进展,乌克兰,俄乌局势,俄乌战争,乌克兰局势,俄乌局势新进展",1,1,12,2023-07-06 13:12,,['https://wx2.sinaimg.cn/large/008wd8JUgy1hfn453c3drj30u00u0e0d.jpg'],,
4920491377433106,7805037270,skyhp2023,俄罗斯联邦大规模入侵乌克兰的第498天开始了。当天夜间，敌军再次对乌克兰发动导弹袭击。7月6日上午乌克兰总参谋部发布战况总结：➡️俄罗斯占领者对乌军阵地和定居点发动了59次空袭，并用多管火箭系统进行了65次攻击。➡️在利曼方向，敌军在实施进攻行动时，试图将乌军从卢甘斯克州新哥罗夫卡地区的阵地中驱逐出来，但没有成功。➡️在巴赫穆特方向，乌守军成功击退了顿涅茨克地区别尔霍夫卡和博格丹诺夫卡以南地区敌军的进攻。➡️在阿夫季夫卡方向，国防军继续阻挡俄军在阿夫季夫卡地区的前进。➡️在马林斯基方向，乌守军击退了马林卡市地区所有敌人的进攻。➡️乌国防军航空兵过去一天对入侵者人员集中地区进行了13次打击，摧毁了敌方1个防空导弹系统。➡️过去一天，乌导弹和炮兵部队袭击了1个人力、武器和军事装备集中区、4个指挥所、1个弹药列车、8个火炮射击阵地、2个防空武器、1个雷达站和4个通讯站。#关注俄乌局势最新进展##俄乌局势#乌克兰美国#俄乌战,,,,"关注俄乌局势最新进展,俄乌局势,俄乌战争",0,0,5,2023-07-06 13:07,,['https://wx4.sinaimg.cn/large/008wd8JUgy1hfn3qnmqp9j30zk0kqdx3.jpg'],,
4920480798083273,2061540914,英英布谷,截至2023年7月6日6点有关俄罗斯入侵的作战信息❗️主要总结：➡️这天夜间，敌人再次对乌克兰发动导弹袭击，详细信息稍后公布。➡️在过去的一天里，俄罗斯占领者用五架伊朗“沙赫德”型攻击无人机进行了袭击，其中两架被我们的防空系统摧毁。此外，俄罗斯占领者还发动了59次空袭，并利用火箭齐射系统发动了65次攻击。➡️敌人继续将主力集中在利曼、巴赫穆特、阿夫迪夫卡和马林卡方向——过去一天发生了38次战斗冲突。➡️在巴赫穆特方向，我军守军成功击退了顿涅茨克州别尔希夫卡（Berkhivka）和博赫达尼夫卡（Bohdanivka）以南地区的敌军进攻。与此同时，他们继续向巴赫穆特市的南部和北部进行进攻行动，并在已取得的边界上盘踞。➡️在扎波罗热和赫尔松方向，敌军主要力量集中在阻止我军前进。与此同时，乌克兰国防军继续向梅利托波尔和别尔江斯克方向发起进攻，在已到达的边界上固守阵地，对敌方目标进行炮击，并实施反炮兵对抗措施。🔥过去一天里，国防军航空兵对占领人员集中地区进行了13次打击，摧毁了1个敌方防空导弹系统。🔥过去一天导弹部队和炮兵部队袭击了1个人力、武器和军事装备集中区、4个控制点、1个弹药库、8个炮兵阵地、2个防空设施、1个雷达站以及敌方4个无线电电子战站。#巴赫穆特##乌克兰##俄乌战争##乌克兰反攻##俄罗,,,,"巴赫穆特,乌克兰,俄乌战争,乌克兰反攻,俄罗斯",0,1,15,2023-07-06 12:25,,,,
4920480366074333,6571526548,寰亚看世界,#俄乌战争#俄军导弹袭击乌克兰西部利沃夫一建筑物L寰亚看世界的微博视频,,,,俄乌战争,1,7,27,2023-07-06 12:23,,,,
4920479876121913,5393135816,寰亚SYHP,#俄乌战争#俄军导弹袭击乌克兰西部利沃夫一建筑物L寰亚SYHP的微博视频,,,,俄乌战争,3,10,54,2023-07-06 12:21,,,,
4920447764529154,N8zWgj0eS,2514846743,八大商人,【#促进统一#：湾湾演习岂能忽悠到谁？】#实现祖国统一的决心坚如磐石#&#实现祖国完全统一是民族复兴题中之义#帅化民痛批，所谓湾湾演习之荒谬，根本就是唬老百姓…视频来自：L武力统一的微博视频,,,,"促进统一,实现祖国统一的决心坚如磐石,实现祖国完全统一是民族复兴题中之义",5,1,0,2023-07-06 10:13,很哇塞的博主,,,
4920471844556900,N8zWgj0eS,2537268500,K五10趋势向上,//@八大商人:【#促进统一#：#俄乌战争#只会让湾湾更加畏战】其实灯塔国完全打错了算盘，#俄乌冲突#越惨烈，只会让湾湾们更不敢上前线，因为他们清楚地知道，那将是毫无希望的…评论配图,,,八大商人,"促进统一,俄乌战争,俄乌冲突",0,0,3,2023-07-06 11:49,很哇塞的博主,,,4920447764529154
4920462378009999,1257604687,墙上的枪,司机称#乌克兰#能保护欧洲，普京已不在俄，他可能藏起来了#俄乌局势新进展##俄乌战争#L墙上的枪的微博视频,,,,"乌克兰,俄乌局势新进展,俄乌战争",2,4,12,2023-07-06 11:11,,,,
4920461567460732,7721593837,蹲在路口的胖子,拜登阻止英国国防大臣本·华莱士担任下一任北约秘书长，希望欧盟委员会主席冯德莱恩接任。英国国防大臣本·华莱士强行提出向乌克兰提供F-16问题，惹恼了拜登，北约秘书长不能不受控制的制造事端。拜登为了惩罚本·华莱士，阻止他担任下一任北约秘书长，而希望欧盟委员会主席、2013年至2019年担任德国国防部长的冯德莱恩接任。本·华莱士显然比冯德莱恩更有能力，更具有挑战性，而且要求全方位支持乌克兰。现在北约秘书长斯托尔滕贝格的任期延长到2024年10月。#俄乌战争##关注俄乌局势最新进,,,,"俄乌战争,关注俄乌局势最新进展",0,0,0,2023-07-06 11:08,,"['https://wx1.sinaimg.cn/large/008qz1i5gy1hfn0bbyq9fj30ho0b0427.jpg', 'https://wx4.sinaimg.cn/large/008qz1i5gy1hfn0bc0767j30ib0hygu4.jpg', 'https://wx4.sinaimg.cn/large/008qz1i5gy1hfn0bbybfuj30dw05y0un.jpg', 'https://wx4.sinaimg.cn/large/008qz1i5gy1hfn0bbxylkj30dv07awhn.jpg']",,
4920459423917260,1470407485,男科医生王古道,【梅德韦杰夫对北约开出特别军事行动结束条件！还提到使用核武器】出兵他国从法理上来说是错误的，但这次大熊出兵确属无奈，总比米国鬼子动辄干掉人家的总统好得多。你驴象和小弟们不该欺人太甚，你演员也不该触及红线。#俄乌战争#俄乌冲突##俄乌局势#O梅德韦杰夫对北约开出特别军事行动结束条件！还提到使用核武器,,,,俄乌战争,0,0,2,2023-07-06 11:00,,['https://wx4.sinaimg.cn/large/57a4a33dly8hfn02l11e0j218g0oyaju.jpg'],,
4920457755886358,6256258692,酒巷诗行长,据美国总统候选人小罗伯特•肯尼迪透露，俄乌战争中，乌军阵亡人数高达35万，俄乌阵亡比例为1比7。他认为，美国与乌克兰隐瞒真实信息，乌军损失超出外界预期。对于乌克兰而言，人口流失是一个难以回避的问题，至少有800万人口在欧洲避难，这些避难者大都是具有创收能力的劳动者，或具备一定的经济基础。因此，人口流失同时也是财富流失。克里米亚大桥被炸之后，俄军对乌克兰重要基础设施展开报复性轰炸，战后重建所需资金将是一个天文数字。乌克兰年GDP只有2000亿美元，在失去乌东四州后，更加令人悲观。泽连斯基政府大肆宣扬自己的战功，西方国家大力对乌拱火援助，就算乌克兰最终取得“胜利”，其不可估量的代价，也是可以避免的代价，遗憾不遗憾？况且，带着谎言，掩盖真相，好大喜功，战斗到底，注定凶多吉少，前途黯淡。#俄乌战争##俄乌局势##俄乌冲突##关注俄乌局势最新进展##俄乌局势最新进展##俄乌局势新进展##乌克,,,,"俄乌战争,俄乌局势,俄乌冲突,关注俄乌局势最新进展,俄乌局势最新进展,俄乌局势新进展,乌克兰",0,4,14,2023-07-06 10:53,,['https://wx4.sinaimg.cn/large/006PoCGgly1hfmzod82grj30xc0m8ajk.jpg'],,
4920447764529154,N8zWgj0eS,2514846743,八大商人,【#促进统一#：湾湾演习岂能忽悠到谁？】#实现祖国统一的决心坚如磐石#&#实现祖国完全统一是民族复兴题中之义#帅化民痛批，所谓湾湾演习之荒谬，根本就是唬老百姓…视频来自：L武力统一的微博视频,,,,"促进统一,实现祖国统一的决心坚如磐石,实现祖国完全统一是民族复兴题中之义",5,1,0,2023-07-06 10:13,很哇塞的博主,,,
4920455674462376,N8zWgj0eS,2514846743,八大商人,【#促进统一#：#俄乌战争#只会让湾湾更加畏战】其实灯塔国完全打错了算盘，#俄乌冲突#越惨烈，只会让湾湾们更不敢上前线，因为他们清楚地知道，那将是毫无希望的…评论配图,,,,"促进统一,俄乌战争,俄乌冲突",2,0,3,2023-07-06 10:45,很哇塞的博主,,,4920447764529154
4920429200017332,1787935585,与众不同的心理学,【川普与普京相互欣赏的原因到底是什么？】川普与普京相互欣赏的原因到底是什么？#心理健康##国际热点##俄乌战争##与众不同的心理学##王国荣#L与众不同的心理学的微博视频,,,,"心理健康,国际热点,俄乌战争,与众不同的心理学,王国荣",0,0,1,2023-07-06 09:00,,,,
4920414206430416,2616793997,指文图书,#指文图书##俄乌战争##法国骚乱#发布了头条文章：《没有办法的办法：美军步兵简易反坦克手段》执此炸药包，微笑面对T-80，五角大楼是大便——GI辞世诗@军武菌@洋葱军事新闻@空巢老舰加贺桑-NorthPoint@金陵上空的鹰@虹摄库尔斯克O没有办法的办法：美军步兵简易反坦克手段,,,"军武菌,洋葱军事新闻,空巢老舰加贺桑-NorthPoint,金陵上空的鹰,虹摄库尔斯克","指文图书,俄乌战争,法国骚乱",8,2,7,2023-07-06 08:00,,,,
4920408618567792,1257604687,墙上的枪,7月4日，国际社交媒体流传视频:乌军士兵在扎波罗热拒绝执行上级命令，并称“我们不是来这里送死的！”都打成这样了，还在打？？#俄乌局势新进展##俄乌战争#L墙上的枪的微博视频,,,,"俄乌局势新进展,俄乌战争",0,0,8,2023-07-06 07:38,,,,
4920407235232585,1257604687,墙上的枪,美报道:乌军大力反攻！在巴赫穆特南部取得进展，俄军投入所有力量阻挡！#俄乌局势新进展##俄乌战争#L墙上的枪的微博视频,,,,"俄乌局势新进展,俄乌战争",1,0,6,2023-07-06 07:32,,,,
4920386934013964,5797922543,灰羊小溪,【野蛮的罪行！俄罗斯掳走70万乌克兰儿童#俄乌战争#内容过于真实-今日头条】O网页链接,,,,俄乌战争,0,0,0,2023-07-06 06:12,,,,
4920377556599305,7805037270,skyhp2023,乌克兰武装部队在梅利托波尔和贝尔詹斯克方向深入了占领者的防线，达到了7.5公里。乌克兰总参谋部主要作战部门的负责人格罗莫夫表示，自进攻开始以来，乌克兰军队已经解放了九个居民点，并夺回了近160平方公里的控制区域。美国乌克兰#关注俄乌局势最新进展##乌克兰##俄乌局势##俄乌局势新进展##俄乌战,,,,"关注俄乌局势最新进展,乌克兰,俄乌局势,俄乌局势新进展,俄乌战争",0,0,14,2023-07-06 05:34,,['https://wx2.sinaimg.cn/large/008wd8JUgy1hfmqo2fqnoj30yo0r84cu.jpg'],,
4920374981297239,7805037270,skyhp2023,在对瓦格纳头目普里戈津（Prigozhin）家进行搜查时发现了一张照片，上面显示了被“瓦格纳集团”杀害的叙利亚人的斩首照片。美国乌克兰#乌克兰##关注俄乌局势最新进展##俄乌局势##俄乌战争#,,,,"乌克兰,关注俄乌局势最新进展,俄乌局势,俄乌战争",1,0,8,2023-07-06 05:24,,"['https://wx3.sinaimg.cn/large/008wd8JUgy1hfmqb4hyvej30zk0qoqpo.jpg', 'https://wx1.sinaimg.cn/large/008wd8JUgy1hfmqf587igj30zk0qoafd.jpg', 'https://wx1.sinaimg.cn/large/008wd8JUgy1hfmqf57qbcj30zk0dcad5.jpg', 'https://wx4.sinaimg.cn/large/008wd8JUgy1hfmqf57y8yj30zk0i041u.jpg', 'https://wx4.sinaimg.cn/large/008wd8JUgy1hfmqf570ycj30xm0zkdkv.jpg', 'https://wx1.sinaimg.cn/large/008wd8JUgy1hfmqf54ie5j30zk0dcjt0.jpg', 'https://wx4.sinaimg.cn/large/008wd8JUgy1hfmqf56yduj30zk0dcmzy.jpg', 'https://wx4.sinaimg.cn/large/008wd8JUgy1hfmqf56rg5j30zk0dcjtr.jpg', 'https://wx3.sinaimg.cn/large/008wd8JUgy1hfmqf58vb4j30zk0dcadl.jpg']",,
4920353200275989,7557504308,生于基辅,乌克兰#俄乌战争#昨天，在被占领的马基伊夫卡的一个弹药库发生了强烈的爆炸。今天，油库发生了大规模火灾。L生于基辅的微博视频,,,,俄乌战争,0,0,12,2023-07-06 03:58,,,,
4920345603605042,6983278447,小付在乌克兰,#乌克兰#玛里娜·塞赫耶夫纳是研究所工作人员伊琳娜的母亲，今年83岁，一个人住在平房里，家里的锅炉是上世纪80年代安装的，现在已经失去功能，也维修不了了。冬天有电的时候可以烧点热水暖暖身子，要是电力设施被炸造成没电的情况，也就不能烧水取暖，特别冷。自己的退休金很低，也没有额外的收入，所以请求大家给予帮助以更换新的取暖锅炉！🙏🏻#关注乌克兰局势最新进展##俄乌战争##俄乌局势#L小付在乌克兰的微博,,,,"乌克兰,关注乌克兰局势最新进展,俄乌战争,俄乌局势",1,0,17,2023-07-06 03:27,,,,
4920310518254138,1999797901,吕培乔,瓦格纳果然有大动作，难怪白俄周边几国吓坏了！据报道，瓦格纳在白俄境内的驻军营地已经建成。普里戈任对外表示，他对第一阶段计划的完成非常满意，下一步将实行第二阶段的计划。第二阶段计划具体是指的什么，他并未明说，这可把白俄周边几个国家吓得不轻。波兰、立陶宛、拉脱维亚等国纷纷表示担忧。#俄乌局势新进展##俄乌战,,,,"俄乌局势新进展,俄乌战争",3,10,33,2023-07-06 01:08,,"['https://wx4.sinaimg.cn/large/77327e8dgy1hfmiys0z4jj20qo0xhwj0.jpg', 'https://wx2.sinaimg.cn/large/77327e8dgy1hfmiyrl5sej20qo0wg767.jpg', 'https://wx2.sinaimg.cn/large/77327e8dgy1hfmiysnu8uj20qo0vvjvc.jpg']",,
4920310472114984,1409194012,晨雾,瓦格纳叛乱始末：普京的俄罗斯摇摇欲坠#乌克兰局势##俄乌局势最新进展##俄乌战争速报##俄乌战争##俄乌战争速报#L晨雾的微博视频,,,,"乌克兰局势,俄乌局势最新进展,俄乌战争速报,俄乌战争",4,1,13,2023-07-06 01:08,,,,
4920308642875274,1409194012,晨雾,《俄乌7月5日：英国防参谋长称俄军已损失2500辆坦克，失去一半战斗力》#乌克兰局势##俄乌局势最新进展##俄乌战争速报##俄乌战争##俄乌战争速报#O俄乌7月5日：英国防参谋长称俄军已损失2500辆坦克，失去一半战斗力,,,,"乌克兰局势,俄乌局势最新进展,俄乌战争速报,俄乌战争",0,2,9,2023-07-06 01:00,,,,
4920308153452162,1409194012,晨雾,乌军一门AS-90自行榴弹炮在扎波罗热州马里谢尔巴基北部被俄军摧毁#乌克兰局势##俄乌局势最新进展##俄乌战争速报##俄乌战争##俄乌战争速报#L晨雾的微博视频,,,,"乌克兰局势,俄乌局势最新进展,俄乌战争速报,俄乌战争",0,0,1,2023-07-06 00:59,,,,
4920306013311094,2061540914,英英布谷,九年前的今天，乌克兰武装部队将克拉马托尔斯克和斯拉维扬斯克从俄罗斯占领下解放出来。现在俄罗斯联邦武装部队再次系统性地炮击这些城市，但它们已经成为乌克兰抵抗的前哨，乌克兰国旗飘扬在它们的上空。#乌克兰##乌克兰反攻##俄罗斯##俄乌战争##俄乌局势#,,,,"乌克兰,乌克兰反攻,俄罗斯,俄乌战争,俄乌局势",5,5,104,2023-07-06 00:50,,['https://wx4.sinaimg.cn/large/7ae09e32gy1hfmiec612dj20ku0e7gpb.jpg'],,
