id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id
4769539105489259,7679273271,爱丁堡的咖啡真香,#上海疫情##疫情防控#上海发布是对外省市看的，对内是居委公告，居委说要静默，那就继续静默，居委说要提级管控，那就是提级管控，要静默一周还是继续静默一周，都是居委说了算。居委就差立法权了（当然居委的行为或许是区里默许的），所以啊上海“防范”“管控”区大部分都是梦里的，大家看看就,,,,"上海疫情,疫情防控",0,1,0,2022-- ,,,,
4769536911608926,1583461933,大西洋上的帆船,#疫情防控#我们的状态,,,,疫情防控,0,0,0,2022-- ,,['https://wx1.sinaimg.cn/large/5e61b62dly1h29ituvhvjj212k0p00uq.jpg'],,
4769536878838475,5663974794,平民窟女孩L,已经不知道外面的世界是什么样了已经不记得是第几次静默期了#疫情防控#,,上海,,疫情防控,0,0,0,2022-- ,,['https://wx1.sinaimg.cn/large/006bjsAaly1h29is7fd9lj30wi1ycdu1.jpg'],,
4769536630588469,2184326502,郭维凯历险记,两个月没回家，奋斗了两个月，疫情终于结束了，休养完终于能回家了，回归正常生活#疫情防控#,,徐州,,疫情防控,0,0,1,2022-- ,,"['https://wx3.sinaimg.cn/large/82322d66ly1h29ilonnpxj20u01hcak1.jpg', 'https://wx3.sinaimg.cn/large/82322d66ly1h29ilpg1t4j20on1hcjyx.jpg', 'https://wx2.sinaimg.cn/large/82322d66ly1h29ilqdj3dj20on1hcjxu.jpg', 'https://wx4.sinaimg.cn/large/82322d66ly1h29ilr3t4cj20u01t0aj0.jpg', 'https://wx1.sinaimg.cn/large/82322d66ly1h29ilrpni1j20u01t0gvn.jpg', 'https://wx4.sinaimg.cn/large/82322d66ly1h29ilsc5k6j20on1hcdok.jpg', 'https://wx3.sinaimg.cn/large/82322d66ly1h29ilz7oqvj21be0zkjxk.jpg', 'https://wx4.sinaimg.cn/large/82322d66ly1h29ily3fyxj22c0340kjm.jpg', 'https://wx4.sinaimg.cn/large/82322d66ly1h29ipb5jvxj22c0340hdu.jpg']",,
4769535783603393,6048000031,遇见逆光飞翔,疫情赶紧结束吧，不想在被关着了#疫情防控##抗击疫情#疫情#同心携手共抗疫情#,,,,"疫情防控,抗击疫情,同心携手共抗疫情",0,0,1,2022-- ,,['https://wx1.sinaimg.cn/large/006BiN5Bly1h29ip26gp4j30u00u078q.jpg'],,
4769534274179282,1944508405,孟琉璃Christina,又开始了#疫情防控#,,,,疫情防控,0,0,1,2022-- ,,['https://wx4.sinaimg.cn/large/73e6d7f5ly1h29ijlo2puj21sc2dskjm.jpg'],,
4769531548140542,3919659503,鱼台环境,#鱼台环保在行动##疫情防控#今日我在岗。@济宁环境,,,济宁环境,"鱼台环保在行动,疫情防控",0,0,1,2022-- ,,"['https://wx3.sinaimg.cn/large/e9a141efly1h29i8lijtpj23282aou0z.jpg', 'https://wx4.sinaimg.cn/large/e9a141efly1h29i8oda1xj23282aou0z.jpg', 'https://wx2.sinaimg.cn/large/e9a141efly1h29i8ptwsbj23282aoqv7.jpg', 'https://wx1.sinaimg.cn/large/e9a141efly1h29i8ront7j23282aox6q.jpg']",,
4769531379847105,6521924026,RDanrei,当一次小队长#疫情防控#,,,,疫情防控,0,0,2,2022-- ,,['https://wx3.sinaimg.cn/large/0077nkn0ly1h29i7kzf1ej30u014010t.jpg'],,
4769531069469763,1158075323,就算超人也头痛,想问一下，有没有具体要求什么年龄以上的儿童需要做核酸。孩子小，还没到打疫苗的年龄，每天社区这么密集的做核酸，大规模聚集，真的做核酸比不做风险还大。当然为了配合工作，大人和已经打了疫苗的姐姐都在坚持配合，只是担心妹妹老这么搀和感染风险高。@健康中国@北京市朝阳区卫生健康委@健康中国@北京海淀健康教育@北京市西城区卫生健康监督所#北京疫情##疫情防控##核酸检,,,"健康中国,北京市朝阳区卫生健康委,北京海淀健康教育,北京市西城区卫生健康监督所","北京疫情,疫情防控,核酸检测",0,5,3,2022-- ,,"['https://wx4.sinaimg.cn/large/4506d3bbly1h29i5rfkrtj22tc2401l0.jpg', 'https://wx4.sinaimg.cn/large/4506d3bbly1h29i5te8sxj22tc240b2b.jpg', 'https://wx3.sinaimg.cn/large/4506d3bbly1h29i5uz3vfj22tc240qv8.jpg']",,
4769530636932256,3028611747,温江教育,#疫情防控#【#口罩戴前大可不必甩一甩#】#戴口罩前甩一甩更安全吗#有网络视频指出，口罩出厂时往往通过环氧乙烷消毒灭菌，而环氧乙烷被定义为一级致癌物，所以使用前应该把口罩拿在手中甩一甩，让环氧乙烷尽量挥发掉。这样的说法有科学依据吗？医学专家表示，符合国家行业标准的口罩佩戴起来都是非常安全的，口罩从生产到销售大约经历一个月的时间，并且环氧乙烷极易挥发，等到使用时存在残留并且危害健康的可能微乎其微，用前甩一甩没有意义。L央视网快看的微博,,,,"疫情防控,口罩戴前大可不必甩一甩,戴口罩前甩一甩更安全吗",5,1,0,2022-- ,,,,
4769539105489259,7679273271,爱丁堡的咖啡真香,#上海疫情##疫情防控#上海发布是对外省市看的，对内是居委公告，居委说要静默，那就继续静默，居委说要提级管控，那就是提级管控，要静默一周还是继续静默一周，都是居委说了算。居委就差立法权了（当然居委的行为或许是区里默许的），所以啊上海“防范”“管控”区大部分都是梦里的，大家看看就,,,,"上海疫情,疫情防控",0,1,0,2022-- ,,,,
4769536911608926,1583461933,大西洋上的帆船,#疫情防控#我们的状态,,,,疫情防控,0,0,0,2022-- ,,['https://wx1.sinaimg.cn/large/5e61b62dly1h29ituvhvjj212k0p00uq.jpg'],,
